"","X1","X2","Freq","Time1","Time2","Match"
"874",0,8,0,"Juventude","Atletico GO","Juventude x Atletico GO"
"875",1,8,0,"Juventude","Atletico GO","Juventude x Atletico GO"
"876",2,8,0,"Juventude","Atletico GO","Juventude x Atletico GO"
"877",3,8,1,"Juventude","Atletico GO","Juventude x Atletico GO"
"878",4,8,0,"Juventude","Atletico GO","Juventude x Atletico GO"
"879",5,8,0,"Juventude","Atletico GO","Juventude x Atletico GO"
"880",6,8,0,"Juventude","Atletico GO","Juventude x Atletico GO"
"881",7,8,0,"Juventude","Atletico GO","Juventude x Atletico GO"
"882",0,0,344,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"883",1,0,411,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"884",2,0,253,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"885",3,0,111,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"886",4,0,25,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"887",5,0,13,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"888",6,0,1,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"889",7,0,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"890",8,0,1,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"891",0,1,467,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"892",1,1,473,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"893",2,1,286,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"894",3,1,95,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"895",4,1,27,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"896",5,1,8,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"897",6,1,3,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"898",7,1,2,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"899",8,1,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"900",0,2,330,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"901",1,2,313,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"902",2,2,190,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"903",3,2,63,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"904",4,2,16,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"905",5,2,5,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"906",6,2,3,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"907",7,2,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"908",8,2,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"909",0,3,125,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"910",1,3,147,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"911",2,3,74,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"912",3,3,33,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"913",4,3,19,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"914",5,3,1,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"915",6,3,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"916",7,3,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"917",8,3,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"918",0,4,40,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"919",1,4,50,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"920",2,4,25,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"921",3,4,6,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"922",4,4,2,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"923",5,4,1,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"924",6,4,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"925",7,4,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"926",8,4,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"927",0,5,2,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"928",1,5,15,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"929",2,5,5,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"930",3,5,6,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"931",4,5,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"932",5,5,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"933",6,5,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"934",7,5,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"935",8,5,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"936",0,6,3,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"937",1,6,3,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"938",2,6,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"939",3,6,1,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"940",4,6,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"941",5,6,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"942",6,6,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"943",7,6,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"944",8,6,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"945",0,7,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"946",1,7,2,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"947",2,7,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"948",3,7,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"949",4,7,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"950",5,7,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"951",6,7,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"952",7,7,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"953",8,7,0,"Botafogo RJ","Internacional","Botafogo RJ x Internacional"
"954",0,0,206,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"955",1,0,447,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"956",2,0,434,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"957",3,0,319,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"958",4,0,131,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"959",5,0,69,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"960",6,0,21,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"961",7,0,6,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"962",8,0,2,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"963",9,0,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"964",0,1,196,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"965",1,1,377,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"966",2,1,379,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"967",3,1,239,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"968",4,1,126,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"969",5,1,45,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"970",6,1,15,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"971",7,1,4,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"972",8,1,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"973",9,1,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"974",0,2,94,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"975",1,2,204,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"976",2,2,178,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"977",3,2,108,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"978",4,2,66,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"979",5,2,27,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"980",6,2,9,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"981",7,2,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"982",8,2,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"983",9,2,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"984",0,3,22,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"985",1,3,55,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"986",2,3,59,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"987",3,3,42,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"988",4,3,26,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"989",5,3,11,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"990",6,3,4,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"991",7,3,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"992",8,3,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"993",9,3,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"994",0,4,7,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"995",1,4,19,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"996",2,4,12,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"997",3,4,9,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"998",4,4,7,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"999",5,4,2,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1000",6,4,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1001",7,4,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1002",8,4,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1003",9,4,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1004",0,5,4,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1005",1,5,5,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1006",2,5,3,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1007",3,5,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1008",4,5,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1009",5,5,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1010",6,5,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1011",7,5,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1012",8,5,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1013",9,5,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1014",0,6,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1015",1,6,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1016",2,6,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1017",3,6,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1018",4,6,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1019",5,6,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1020",6,6,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1021",7,6,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1022",8,6,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1023",9,6,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1024",0,7,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1025",1,7,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1026",2,7,1,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1027",3,7,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1028",4,7,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1029",5,7,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1030",6,7,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1031",7,7,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1032",8,7,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1033",9,7,0,"Athletico-PR","Coritiba","Athletico-PR x Coritiba"
"1034",0,0,188,"Avai","Fluminense","Avai x Fluminense"
"1035",1,0,241,"Avai","Fluminense","Avai x Fluminense"
"1036",2,0,132,"Avai","Fluminense","Avai x Fluminense"
"1037",3,0,57,"Avai","Fluminense","Avai x Fluminense"
"1038",4,0,23,"Avai","Fluminense","Avai x Fluminense"
"1039",5,0,7,"Avai","Fluminense","Avai x Fluminense"
"1040",6,0,1,"Avai","Fluminense","Avai x Fluminense"
"1041",0,1,337,"Avai","Fluminense","Avai x Fluminense"
"1042",1,1,444,"Avai","Fluminense","Avai x Fluminense"
"1043",2,1,254,"Avai","Fluminense","Avai x Fluminense"
"1044",3,1,93,"Avai","Fluminense","Avai x Fluminense"
"1045",4,1,46,"Avai","Fluminense","Avai x Fluminense"
"1046",5,1,8,"Avai","Fluminense","Avai x Fluminense"
"1047",6,1,1,"Avai","Fluminense","Avai x Fluminense"
"1048",0,2,301,"Avai","Fluminense","Avai x Fluminense"
"1049",1,2,376,"Avai","Fluminense","Avai x Fluminense"
"1050",2,2,221,"Avai","Fluminense","Avai x Fluminense"
"1051",3,2,95,"Avai","Fluminense","Avai x Fluminense"
"1052",4,2,26,"Avai","Fluminense","Avai x Fluminense"
"1053",5,2,6,"Avai","Fluminense","Avai x Fluminense"
"1054",6,2,4,"Avai","Fluminense","Avai x Fluminense"
"1055",0,3,188,"Avai","Fluminense","Avai x Fluminense"
"1056",1,3,236,"Avai","Fluminense","Avai x Fluminense"
"1057",2,3,138,"Avai","Fluminense","Avai x Fluminense"
"1058",3,3,61,"Avai","Fluminense","Avai x Fluminense"
"1059",4,3,24,"Avai","Fluminense","Avai x Fluminense"
"1060",5,3,5,"Avai","Fluminense","Avai x Fluminense"
"1061",6,3,3,"Avai","Fluminense","Avai x Fluminense"
"1062",0,4,98,"Avai","Fluminense","Avai x Fluminense"
"1063",1,4,107,"Avai","Fluminense","Avai x Fluminense"
"1064",2,4,60,"Avai","Fluminense","Avai x Fluminense"
"1065",3,4,34,"Avai","Fluminense","Avai x Fluminense"
"1066",4,4,4,"Avai","Fluminense","Avai x Fluminense"
"1067",5,4,3,"Avai","Fluminense","Avai x Fluminense"
"1068",6,4,1,"Avai","Fluminense","Avai x Fluminense"
"1069",0,5,39,"Avai","Fluminense","Avai x Fluminense"
"1070",1,5,35,"Avai","Fluminense","Avai x Fluminense"
"1071",2,5,26,"Avai","Fluminense","Avai x Fluminense"
"1072",3,5,12,"Avai","Fluminense","Avai x Fluminense"
"1073",4,5,3,"Avai","Fluminense","Avai x Fluminense"
"1074",5,5,0,"Avai","Fluminense","Avai x Fluminense"
"1075",6,5,0,"Avai","Fluminense","Avai x Fluminense"
"1076",0,6,12,"Avai","Fluminense","Avai x Fluminense"
"1077",1,6,18,"Avai","Fluminense","Avai x Fluminense"
"1078",2,6,12,"Avai","Fluminense","Avai x Fluminense"
"1079",3,6,6,"Avai","Fluminense","Avai x Fluminense"
"1080",4,6,2,"Avai","Fluminense","Avai x Fluminense"
"1081",5,6,0,"Avai","Fluminense","Avai x Fluminense"
"1082",6,6,0,"Avai","Fluminense","Avai x Fluminense"
"1083",0,7,1,"Avai","Fluminense","Avai x Fluminense"
"1084",1,7,3,"Avai","Fluminense","Avai x Fluminense"
"1085",2,7,2,"Avai","Fluminense","Avai x Fluminense"
"1086",3,7,2,"Avai","Fluminense","Avai x Fluminense"
"1087",4,7,0,"Avai","Fluminense","Avai x Fluminense"
"1088",5,7,0,"Avai","Fluminense","Avai x Fluminense"
"1089",6,7,0,"Avai","Fluminense","Avai x Fluminense"
"1090",0,8,2,"Avai","Fluminense","Avai x Fluminense"
"1091",1,8,2,"Avai","Fluminense","Avai x Fluminense"
"1092",2,8,0,"Avai","Fluminense","Avai x Fluminense"
"1093",3,8,0,"Avai","Fluminense","Avai x Fluminense"
"1094",4,8,0,"Avai","Fluminense","Avai x Fluminense"
"1095",5,8,0,"Avai","Fluminense","Avai x Fluminense"
"1096",6,8,0,"Avai","Fluminense","Avai x Fluminense"
"1097",0,0,358,"Bragantino","Santos","Bragantino x Santos"
"1098",1,0,481,"Bragantino","Santos","Bragantino x Santos"
"1099",2,0,350,"Bragantino","Santos","Bragantino x Santos"
"1100",3,0,160,"Bragantino","Santos","Bragantino x Santos"
"1101",4,0,62,"Bragantino","Santos","Bragantino x Santos"
"1102",5,0,12,"Bragantino","Santos","Bragantino x Santos"
"1103",6,0,3,"Bragantino","Santos","Bragantino x Santos"
"1104",7,0,1,"Bragantino","Santos","Bragantino x Santos"
"1105",0,1,378,"Bragantino","Santos","Bragantino x Santos"
"1106",1,1,470,"Bragantino","Santos","Bragantino x Santos"
"1107",2,1,364,"Bragantino","Santos","Bragantino x Santos"
"1108",3,1,154,"Bragantino","Santos","Bragantino x Santos"
"1109",4,1,67,"Bragantino","Santos","Bragantino x Santos"
"1110",5,1,13,"Bragantino","Santos","Bragantino x Santos"
"1111",6,1,2,"Bragantino","Santos","Bragantino x Santos"
"1112",7,1,1,"Bragantino","Santos","Bragantino x Santos"
"1113",0,2,180,"Bragantino","Santos","Bragantino x Santos"
"1114",1,2,281,"Bragantino","Santos","Bragantino x Santos"
"1115",2,2,182,"Bragantino","Santos","Bragantino x Santos"
"1116",3,2,73,"Bragantino","Santos","Bragantino x Santos"
"1117",4,2,28,"Bragantino","Santos","Bragantino x Santos"
"1118",5,2,7,"Bragantino","Santos","Bragantino x Santos"
"1119",6,2,1,"Bragantino","Santos","Bragantino x Santos"
"1120",7,2,0,"Bragantino","Santos","Bragantino x Santos"
"1121",0,3,74,"Bragantino","Santos","Bragantino x Santos"
"1122",1,3,85,"Bragantino","Santos","Bragantino x Santos"
"1123",2,3,60,"Bragantino","Santos","Bragantino x Santos"
"1124",3,3,28,"Bragantino","Santos","Bragantino x Santos"
"1125",4,3,14,"Bragantino","Santos","Bragantino x Santos"
"1126",5,3,2,"Bragantino","Santos","Bragantino x Santos"
"1127",6,3,0,"Bragantino","Santos","Bragantino x Santos"
"1128",7,3,0,"Bragantino","Santos","Bragantino x Santos"
"1129",0,4,23,"Bragantino","Santos","Bragantino x Santos"
"1130",1,4,30,"Bragantino","Santos","Bragantino x Santos"
"1131",2,4,14,"Bragantino","Santos","Bragantino x Santos"
"1132",3,4,11,"Bragantino","Santos","Bragantino x Santos"
"1133",4,4,0,"Bragantino","Santos","Bragantino x Santos"
"1134",5,4,1,"Bragantino","Santos","Bragantino x Santos"
"1135",6,4,1,"Bragantino","Santos","Bragantino x Santos"
"1136",7,4,0,"Bragantino","Santos","Bragantino x Santos"
"1137",0,5,6,"Bragantino","Santos","Bragantino x Santos"
"1138",1,5,7,"Bragantino","Santos","Bragantino x Santos"
"1139",2,5,4,"Bragantino","Santos","Bragantino x Santos"
"1140",3,5,5,"Bragantino","Santos","Bragantino x Santos"
"1141",4,5,1,"Bragantino","Santos","Bragantino x Santos"
"1142",5,5,0,"Bragantino","Santos","Bragantino x Santos"
"1143",6,5,0,"Bragantino","Santos","Bragantino x Santos"
"1144",7,5,0,"Bragantino","Santos","Bragantino x Santos"
"1145",0,6,2,"Bragantino","Santos","Bragantino x Santos"
"1146",1,6,2,"Bragantino","Santos","Bragantino x Santos"
"1147",2,6,0,"Bragantino","Santos","Bragantino x Santos"
"1148",3,6,0,"Bragantino","Santos","Bragantino x Santos"
"1149",4,6,1,"Bragantino","Santos","Bragantino x Santos"
"1150",5,6,0,"Bragantino","Santos","Bragantino x Santos"
"1151",6,6,0,"Bragantino","Santos","Bragantino x Santos"
"1152",7,6,0,"Bragantino","Santos","Bragantino x Santos"
"1153",0,7,0,"Bragantino","Santos","Bragantino x Santos"
"1154",1,7,1,"Bragantino","Santos","Bragantino x Santos"
"1155",2,7,0,"Bragantino","Santos","Bragantino x Santos"
"1156",3,7,0,"Bragantino","Santos","Bragantino x Santos"
"1157",4,7,0,"Bragantino","Santos","Bragantino x Santos"
"1158",5,7,0,"Bragantino","Santos","Bragantino x Santos"
"1159",6,7,0,"Bragantino","Santos","Bragantino x Santos"
"1160",7,7,0,"Bragantino","Santos","Bragantino x Santos"
"1161",0,0,172,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1162",1,0,377,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1163",2,0,417,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1164",3,0,352,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1165",4,0,202,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1166",5,0,83,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1167",6,0,51,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1168",7,0,14,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1169",8,0,6,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1170",9,0,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1171",10,0,2,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1172",11,0,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1173",0,1,143,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1174",1,1,296,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1175",2,1,347,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1176",3,1,295,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1177",4,1,146,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1178",5,1,95,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1179",6,1,34,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1180",7,1,12,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1181",8,1,6,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1182",9,1,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1183",10,1,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1184",11,1,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1185",0,2,69,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1186",1,2,160,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1187",2,2,174,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1188",3,2,138,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1189",4,2,70,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1190",5,2,48,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1191",6,2,19,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1192",7,2,5,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1193",8,2,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1194",9,2,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1195",10,2,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1196",11,2,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1197",0,3,18,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1198",1,3,51,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1199",2,3,51,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1200",3,3,40,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1201",4,3,34,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1202",5,3,16,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1203",6,3,4,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1204",7,3,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1205",8,3,2,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1206",9,3,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1207",10,3,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1208",11,3,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1209",0,4,3,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1210",1,4,4,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1211",2,4,4,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1212",3,4,8,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1213",4,4,7,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1214",5,4,4,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1215",6,4,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1216",7,4,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1217",8,4,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1218",9,4,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1219",10,4,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1220",11,4,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1221",0,5,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1222",1,5,3,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1223",2,5,2,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1224",3,5,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1225",4,5,3,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1226",5,5,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1227",6,5,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1228",7,5,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1229",8,5,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1230",9,5,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1231",10,5,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1232",11,5,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1233",0,6,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1234",1,6,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1235",2,6,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1236",3,6,2,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1237",4,6,1,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1238",5,6,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1239",6,6,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1240",7,6,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1241",8,6,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1242",9,6,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1243",10,6,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1244",11,6,0,"Sao Paulo","Coritiba","Sao Paulo x Coritiba"
"1245",0,0,250,"Bragantino","Athletico-PR","Bragantino x Athletico-PR"
"1246",1,0,393,"Bragantino","Athletico-PR","Bragantino x Athletico-PR"
"1247",2,0,327,"Bragantino","Athletico-PR","Bragantino x Athletico-PR"
"1248",3,0,188,"Bragantino","Athletico-PR","Bragantino x Athletico-PR"
"1249",4,0,80,"Bragantino","Athletico-PR","Bragantino x Athletico-PR"
"1250",5,0,36,"Bragantino","Athletico-PR","Bragantino x Athletico-PR"
"1251",6,0,11,"Bragantino","Athletico-PR","Bragantino x Athletico-PR"
