"","X1","X2","Freq","Time1","Time2","Match"
"2807",6,1,1,"America MG","Internacional","America MG x Internacional"
"2808",0,2,377,"America MG","Internacional","America MG x Internacional"
"2809",1,2,289,"America MG","Internacional","America MG x Internacional"
"2810",2,2,155,"America MG","Internacional","America MG x Internacional"
"2811",3,2,44,"America MG","Internacional","America MG x Internacional"
"2812",4,2,15,"America MG","Internacional","America MG x Internacional"
"2813",5,2,4,"America MG","Internacional","America MG x Internacional"
"2814",6,2,0,"America MG","Internacional","America MG x Internacional"
"2815",0,3,110,"America MG","Internacional","America MG x Internacional"
"2816",1,3,95,"America MG","Internacional","America MG x Internacional"
"2817",2,3,44,"America MG","Internacional","America MG x Internacional"
"2818",3,3,20,"America MG","Internacional","America MG x Internacional"
"2819",4,3,2,"America MG","Internacional","America MG x Internacional"
"2820",5,3,0,"America MG","Internacional","America MG x Internacional"
"2821",6,3,0,"America MG","Internacional","America MG x Internacional"
"2822",0,4,30,"America MG","Internacional","America MG x Internacional"
"2823",1,4,30,"America MG","Internacional","America MG x Internacional"
"2824",2,4,15,"America MG","Internacional","America MG x Internacional"
"2825",3,4,2,"America MG","Internacional","America MG x Internacional"
"2826",4,4,0,"America MG","Internacional","America MG x Internacional"
"2827",5,4,0,"America MG","Internacional","America MG x Internacional"
"2828",6,4,0,"America MG","Internacional","America MG x Internacional"
"2829",0,5,6,"America MG","Internacional","America MG x Internacional"
"2830",1,5,8,"America MG","Internacional","America MG x Internacional"
"2831",2,5,3,"America MG","Internacional","America MG x Internacional"
"2832",3,5,1,"America MG","Internacional","America MG x Internacional"
"2833",4,5,0,"America MG","Internacional","America MG x Internacional"
"2834",5,5,0,"America MG","Internacional","America MG x Internacional"
"2835",6,5,0,"America MG","Internacional","America MG x Internacional"
"2836",0,6,2,"America MG","Internacional","America MG x Internacional"
"2837",1,6,0,"America MG","Internacional","America MG x Internacional"
"2838",2,6,0,"America MG","Internacional","America MG x Internacional"
"2839",3,6,0,"America MG","Internacional","America MG x Internacional"
"2840",4,6,0,"America MG","Internacional","America MG x Internacional"
"2841",5,6,0,"America MG","Internacional","America MG x Internacional"
"2842",6,6,0,"America MG","Internacional","America MG x Internacional"
"2843",0,0,364,"Athletico-PR","Goias","Athletico-PR x Goias"
"2844",1,0,545,"Athletico-PR","Goias","Athletico-PR x Goias"
"2845",2,0,380,"Athletico-PR","Goias","Athletico-PR x Goias"
"2846",3,0,194,"Athletico-PR","Goias","Athletico-PR x Goias"
"2847",4,0,89,"Athletico-PR","Goias","Athletico-PR x Goias"
"2848",5,0,29,"Athletico-PR","Goias","Athletico-PR x Goias"
"2849",6,0,2,"Athletico-PR","Goias","Athletico-PR x Goias"
"2850",7,0,1,"Athletico-PR","Goias","Athletico-PR x Goias"
"2851",8,0,1,"Athletico-PR","Goias","Athletico-PR x Goias"
"2852",0,1,346,"Athletico-PR","Goias","Athletico-PR x Goias"
"2853",1,1,443,"Athletico-PR","Goias","Athletico-PR x Goias"
"2854",2,1,323,"Athletico-PR","Goias","Athletico-PR x Goias"
"2855",3,1,180,"Athletico-PR","Goias","Athletico-PR x Goias"
"2856",4,1,80,"Athletico-PR","Goias","Athletico-PR x Goias"
"2857",5,1,16,"Athletico-PR","Goias","Athletico-PR x Goias"
"2858",6,1,3,"Athletico-PR","Goias","Athletico-PR x Goias"
"2859",7,1,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2860",8,1,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2861",0,2,165,"Athletico-PR","Goias","Athletico-PR x Goias"
"2862",1,2,223,"Athletico-PR","Goias","Athletico-PR x Goias"
"2863",2,2,180,"Athletico-PR","Goias","Athletico-PR x Goias"
"2864",3,2,75,"Athletico-PR","Goias","Athletico-PR x Goias"
"2865",4,2,37,"Athletico-PR","Goias","Athletico-PR x Goias"
"2866",5,2,10,"Athletico-PR","Goias","Athletico-PR x Goias"
"2867",6,2,4,"Athletico-PR","Goias","Athletico-PR x Goias"
"2868",7,2,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2869",8,2,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2870",0,3,64,"Athletico-PR","Goias","Athletico-PR x Goias"
"2871",1,3,78,"Athletico-PR","Goias","Athletico-PR x Goias"
"2872",2,3,61,"Athletico-PR","Goias","Athletico-PR x Goias"
"2873",3,3,29,"Athletico-PR","Goias","Athletico-PR x Goias"
"2874",4,3,14,"Athletico-PR","Goias","Athletico-PR x Goias"
"2875",5,3,1,"Athletico-PR","Goias","Athletico-PR x Goias"
"2876",6,3,1,"Athletico-PR","Goias","Athletico-PR x Goias"
"2877",7,3,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2878",8,3,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2879",0,4,12,"Athletico-PR","Goias","Athletico-PR x Goias"
"2880",1,4,17,"Athletico-PR","Goias","Athletico-PR x Goias"
"2881",2,4,10,"Athletico-PR","Goias","Athletico-PR x Goias"
"2882",3,4,8,"Athletico-PR","Goias","Athletico-PR x Goias"
"2883",4,4,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2884",5,4,1,"Athletico-PR","Goias","Athletico-PR x Goias"
"2885",6,4,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2886",7,4,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2887",8,4,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2888",0,5,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2889",1,5,7,"Athletico-PR","Goias","Athletico-PR x Goias"
"2890",2,5,5,"Athletico-PR","Goias","Athletico-PR x Goias"
"2891",3,5,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2892",4,5,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2893",5,5,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2894",6,5,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2895",7,5,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2896",8,5,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2897",0,6,1,"Athletico-PR","Goias","Athletico-PR x Goias"
"2898",1,6,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2899",2,6,1,"Athletico-PR","Goias","Athletico-PR x Goias"
"2900",3,6,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2901",4,6,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2902",5,6,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2903",6,6,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2904",7,6,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2905",8,6,0,"Athletico-PR","Goias","Athletico-PR x Goias"
"2906",0,0,422,"Atletico GO","Santos","Atletico GO x Santos"
"2907",1,0,393,"Atletico GO","Santos","Atletico GO x Santos"
"2908",2,0,258,"Atletico GO","Santos","Atletico GO x Santos"
"2909",3,0,98,"Atletico GO","Santos","Atletico GO x Santos"
"2910",4,0,34,"Atletico GO","Santos","Atletico GO x Santos"
"2911",5,0,11,"Atletico GO","Santos","Atletico GO x Santos"
"2912",6,0,1,"Atletico GO","Santos","Atletico GO x Santos"
"2913",7,0,0,"Atletico GO","Santos","Atletico GO x Santos"
"2914",0,1,495,"Atletico GO","Santos","Atletico GO x Santos"
"2915",1,1,496,"Atletico GO","Santos","Atletico GO x Santos"
"2916",2,1,313,"Atletico GO","Santos","Atletico GO x Santos"
"2917",3,1,94,"Atletico GO","Santos","Atletico GO x Santos"
"2918",4,1,33,"Atletico GO","Santos","Atletico GO x Santos"
"2919",5,1,6,"Atletico GO","Santos","Atletico GO x Santos"
"2920",6,1,1,"Atletico GO","Santos","Atletico GO x Santos"
"2921",7,1,2,"Atletico GO","Santos","Atletico GO x Santos"
"2922",0,2,293,"Atletico GO","Santos","Atletico GO x Santos"
"2923",1,2,316,"Atletico GO","Santos","Atletico GO x Santos"
"2924",2,2,166,"Atletico GO","Santos","Atletico GO x Santos"
"2925",3,2,63,"Atletico GO","Santos","Atletico GO x Santos"
"2926",4,2,11,"Atletico GO","Santos","Atletico GO x Santos"
"2927",5,2,2,"Atletico GO","Santos","Atletico GO x Santos"
"2928",6,2,0,"Atletico GO","Santos","Atletico GO x Santos"
"2929",7,2,0,"Atletico GO","Santos","Atletico GO x Santos"
"2930",0,3,123,"Atletico GO","Santos","Atletico GO x Santos"
"2931",1,3,135,"Atletico GO","Santos","Atletico GO x Santos"
"2932",2,3,70,"Atletico GO","Santos","Atletico GO x Santos"
"2933",3,3,20,"Atletico GO","Santos","Atletico GO x Santos"
"2934",4,3,7,"Atletico GO","Santos","Atletico GO x Santos"
"2935",5,3,1,"Atletico GO","Santos","Atletico GO x Santos"
"2936",6,3,1,"Atletico GO","Santos","Atletico GO x Santos"
"2937",7,3,0,"Atletico GO","Santos","Atletico GO x Santos"
"2938",0,4,40,"Atletico GO","Santos","Atletico GO x Santos"
"2939",1,4,38,"Atletico GO","Santos","Atletico GO x Santos"
"2940",2,4,10,"Atletico GO","Santos","Atletico GO x Santos"
"2941",3,4,12,"Atletico GO","Santos","Atletico GO x Santos"
"2942",4,4,1,"Atletico GO","Santos","Atletico GO x Santos"
"2943",5,4,0,"Atletico GO","Santos","Atletico GO x Santos"
"2944",6,4,0,"Atletico GO","Santos","Atletico GO x Santos"
"2945",7,4,0,"Atletico GO","Santos","Atletico GO x Santos"
"2946",0,5,8,"Atletico GO","Santos","Atletico GO x Santos"
"2947",1,5,12,"Atletico GO","Santos","Atletico GO x Santos"
"2948",2,5,4,"Atletico GO","Santos","Atletico GO x Santos"
"2949",3,5,0,"Atletico GO","Santos","Atletico GO x Santos"
"2950",4,5,2,"Atletico GO","Santos","Atletico GO x Santos"
"2951",5,5,0,"Atletico GO","Santos","Atletico GO x Santos"
"2952",6,5,0,"Atletico GO","Santos","Atletico GO x Santos"
"2953",7,5,0,"Atletico GO","Santos","Atletico GO x Santos"
"2954",0,6,3,"Atletico GO","Santos","Atletico GO x Santos"
"2955",1,6,2,"Atletico GO","Santos","Atletico GO x Santos"
"2956",2,6,1,"Atletico GO","Santos","Atletico GO x Santos"
"2957",3,6,0,"Atletico GO","Santos","Atletico GO x Santos"
"2958",4,6,0,"Atletico GO","Santos","Atletico GO x Santos"
"2959",5,6,0,"Atletico GO","Santos","Atletico GO x Santos"
"2960",6,6,0,"Atletico GO","Santos","Atletico GO x Santos"
"2961",7,6,0,"Atletico GO","Santos","Atletico GO x Santos"
"2962",0,7,1,"Atletico GO","Santos","Atletico GO x Santos"
"2963",1,7,1,"Atletico GO","Santos","Atletico GO x Santos"
"2964",2,7,0,"Atletico GO","Santos","Atletico GO x Santos"
"2965",3,7,0,"Atletico GO","Santos","Atletico GO x Santos"
"2966",4,7,0,"Atletico GO","Santos","Atletico GO x Santos"
"2967",5,7,0,"Atletico GO","Santos","Atletico GO x Santos"
"2968",6,7,0,"Atletico GO","Santos","Atletico GO x Santos"
"2969",7,7,0,"Atletico GO","Santos","Atletico GO x Santos"
"2970",0,0,239,"Avai","Bragantino","Avai x Bragantino"
"2971",1,0,305,"Avai","Bragantino","Avai x Bragantino"
"2972",2,0,182,"Avai","Bragantino","Avai x Bragantino"
"2973",3,0,83,"Avai","Bragantino","Avai x Bragantino"
"2974",4,0,25,"Avai","Bragantino","Avai x Bragantino"
"2975",5,0,5,"Avai","Bragantino","Avai x Bragantino"
"2976",6,0,2,"Avai","Bragantino","Avai x Bragantino"
"2977",7,0,0,"Avai","Bragantino","Avai x Bragantino"
"2978",8,0,0,"Avai","Bragantino","Avai x Bragantino"
"2979",0,1,410,"Avai","Bragantino","Avai x Bragantino"
"2980",1,1,486,"Avai","Bragantino","Avai x Bragantino"
"2981",2,1,285,"Avai","Bragantino","Avai x Bragantino"
"2982",3,1,121,"Avai","Bragantino","Avai x Bragantino"
"2983",4,1,48,"Avai","Bragantino","Avai x Bragantino"
"2984",5,1,14,"Avai","Bragantino","Avai x Bragantino"
"2985",6,1,3,"Avai","Bragantino","Avai x Bragantino"
"2986",7,1,0,"Avai","Bragantino","Avai x Bragantino"
"2987",8,1,0,"Avai","Bragantino","Avai x Bragantino"
"2988",0,2,265,"Avai","Bragantino","Avai x Bragantino"
"2989",1,2,344,"Avai","Bragantino","Avai x Bragantino"
"2990",2,2,220,"Avai","Bragantino","Avai x Bragantino"
"2991",3,2,100,"Avai","Bragantino","Avai x Bragantino"
"2992",4,2,35,"Avai","Bragantino","Avai x Bragantino"
"2993",5,2,8,"Avai","Bragantino","Avai x Bragantino"
"2994",6,2,0,"Avai","Bragantino","Avai x Bragantino"
"2995",7,2,2,"Avai","Bragantino","Avai x Bragantino"
"2996",8,2,1,"Avai","Bragantino","Avai x Bragantino"
"2997",0,3,138,"Avai","Bragantino","Avai x Bragantino"
"2998",1,3,175,"Avai","Bragantino","Avai x Bragantino"
"2999",2,3,119,"Avai","Bragantino","Avai x Bragantino"
"3000",3,3,60,"Avai","Bragantino","Avai x Bragantino"
"3001",4,3,24,"Avai","Bragantino","Avai x Bragantino"
"3002",5,3,7,"Avai","Bragantino","Avai x Bragantino"
"3003",6,3,1,"Avai","Bragantino","Avai x Bragantino"
"3004",7,3,2,"Avai","Bragantino","Avai x Bragantino"
"3005",8,3,0,"Avai","Bragantino","Avai x Bragantino"
"3006",0,4,60,"Avai","Bragantino","Avai x Bragantino"
"3007",1,4,76,"Avai","Bragantino","Avai x Bragantino"
"3008",2,4,36,"Avai","Bragantino","Avai x Bragantino"
"3009",3,4,18,"Avai","Bragantino","Avai x Bragantino"
"3010",4,4,8,"Avai","Bragantino","Avai x Bragantino"
"3011",5,4,1,"Avai","Bragantino","Avai x Bragantino"
"3012",6,4,0,"Avai","Bragantino","Avai x Bragantino"
"3013",7,4,0,"Avai","Bragantino","Avai x Bragantino"
"3014",8,4,0,"Avai","Bragantino","Avai x Bragantino"
"3015",0,5,17,"Avai","Bragantino","Avai x Bragantino"
"3016",1,5,23,"Avai","Bragantino","Avai x Bragantino"
"3017",2,5,17,"Avai","Bragantino","Avai x Bragantino"
"3018",3,5,5,"Avai","Bragantino","Avai x Bragantino"
"3019",4,5,3,"Avai","Bragantino","Avai x Bragantino"
"3020",5,5,1,"Avai","Bragantino","Avai x Bragantino"
"3021",6,5,0,"Avai","Bragantino","Avai x Bragantino"
"3022",7,5,0,"Avai","Bragantino","Avai x Bragantino"
"3023",8,5,0,"Avai","Bragantino","Avai x Bragantino"
"3024",0,6,9,"Avai","Bragantino","Avai x Bragantino"
"3025",1,6,3,"Avai","Bragantino","Avai x Bragantino"
"3026",2,6,8,"Avai","Bragantino","Avai x Bragantino"
"3027",3,6,3,"Avai","Bragantino","Avai x Bragantino"
"3028",4,6,0,"Avai","Bragantino","Avai x Bragantino"
"3029",5,6,1,"Avai","Bragantino","Avai x Bragantino"
"3030",6,6,0,"Avai","Bragantino","Avai x Bragantino"
"3031",7,6,0,"Avai","Bragantino","Avai x Bragantino"
"3032",8,6,0,"Avai","Bragantino","Avai x Bragantino"
"3033",0,7,1,"Avai","Bragantino","Avai x Bragantino"
"3034",1,7,1,"Avai","Bragantino","Avai x Bragantino"
"3035",2,7,0,"Avai","Bragantino","Avai x Bragantino"
"3036",3,7,0,"Avai","Bragantino","Avai x Bragantino"
"3037",4,7,0,"Avai","Bragantino","Avai x Bragantino"
"3038",5,7,0,"Avai","Bragantino","Avai x Bragantino"
"3039",6,7,0,"Avai","Bragantino","Avai x Bragantino"
"3040",7,7,0,"Avai","Bragantino","Avai x Bragantino"
"3041",8,7,0,"Avai","Bragantino","Avai x Bragantino"
"3042",0,0,263,"Juventude","Coritiba","Juventude x Coritiba"
"3043",1,0,397,"Juventude","Coritiba","Juventude x Coritiba"
"3044",2,0,234,"Juventude","Coritiba","Juventude x Coritiba"
"3045",3,0,129,"Juventude","Coritiba","Juventude x Coritiba"
"3046",4,0,47,"Juventude","Coritiba","Juventude x Coritiba"
"3047",5,0,13,"Juventude","Coritiba","Juventude x Coritiba"
"3048",6,0,2,"Juventude","Coritiba","Juventude x Coritiba"
"3049",7,0,1,"Juventude","Coritiba","Juventude x Coritiba"
"3050",8,0,1,"Juventude","Coritiba","Juventude x Coritiba"
"3051",0,1,369,"Juventude","Coritiba","Juventude x Coritiba"
"3052",1,1,489,"Juventude","Coritiba","Juventude x Coritiba"
"3053",2,1,321,"Juventude","Coritiba","Juventude x Coritiba"
"3054",3,1,155,"Juventude","Coritiba","Juventude x Coritiba"
"3055",4,1,55,"Juventude","Coritiba","Juventude x Coritiba"
"3056",5,1,14,"Juventude","Coritiba","Juventude x Coritiba"
"3057",6,1,6,"Juventude","Coritiba","Juventude x Coritiba"
"3058",7,1,2,"Juventude","Coritiba","Juventude x Coritiba"
"3059",8,1,0,"Juventude","Coritiba","Juventude x Coritiba"
"3060",0,2,213,"Juventude","Coritiba","Juventude x Coritiba"
"3061",1,2,294,"Juventude","Coritiba","Juventude x Coritiba"
"3062",2,2,226,"Juventude","Coritiba","Juventude x Coritiba"
"3063",3,2,78,"Juventude","Coritiba","Juventude x Coritiba"
"3064",4,2,48,"Juventude","Coritiba","Juventude x Coritiba"
"3065",5,2,13,"Juventude","Coritiba","Juventude x Coritiba"
"3066",6,2,3,"Juventude","Coritiba","Juventude x Coritiba"
"3067",7,2,0,"Juventude","Coritiba","Juventude x Coritiba"
"3068",8,2,0,"Juventude","Coritiba","Juventude x Coritiba"
"3069",0,3,104,"Juventude","Coritiba","Juventude x Coritiba"
"3070",1,3,139,"Juventude","Coritiba","Juventude x Coritiba"
"3071",2,3,105,"Juventude","Coritiba","Juventude x Coritiba"
"3072",3,3,47,"Juventude","Coritiba","Juventude x Coritiba"
"3073",4,3,17,"Juventude","Coritiba","Juventude x Coritiba"
"3074",5,3,4,"Juventude","Coritiba","Juventude x Coritiba"
"3075",6,3,1,"Juventude","Coritiba","Juventude x Coritiba"
"3076",7,3,0,"Juventude","Coritiba","Juventude x Coritiba"
"3077",8,3,0,"Juventude","Coritiba","Juventude x Coritiba"
"3078",0,4,43,"Juventude","Coritiba","Juventude x Coritiba"
"3079",1,4,55,"Juventude","Coritiba","Juventude x Coritiba"
"3080",2,4,27,"Juventude","Coritiba","Juventude x Coritiba"
"3081",3,4,19,"Juventude","Coritiba","Juventude x Coritiba"
"3082",4,4,7,"Juventude","Coritiba","Juventude x Coritiba"
"3083",5,4,3,"Juventude","Coritiba","Juventude x Coritiba"
"3084",6,4,0,"Juventude","Coritiba","Juventude x Coritiba"
"3085",7,4,0,"Juventude","Coritiba","Juventude x Coritiba"
"3086",8,4,0,"Juventude","Coritiba","Juventude x Coritiba"
"3087",0,5,11,"Juventude","Coritiba","Juventude x Coritiba"
"3088",1,5,12,"Juventude","Coritiba","Juventude x Coritiba"
"3089",2,5,12,"Juventude","Coritiba","Juventude x Coritiba"
"3090",3,5,5,"Juventude","Coritiba","Juventude x Coritiba"
"3091",4,5,3,"Juventude","Coritiba","Juventude x Coritiba"
"3092",5,5,0,"Juventude","Coritiba","Juventude x Coritiba"
"3093",6,5,0,"Juventude","Coritiba","Juventude x Coritiba"
"3094",7,5,0,"Juventude","Coritiba","Juventude x Coritiba"
"3095",8,5,0,"Juventude","Coritiba","Juventude x Coritiba"
"3096",0,6,1,"Juventude","Coritiba","Juventude x Coritiba"
"3097",1,6,6,"Juventude","Coritiba","Juventude x Coritiba"
"3098",2,6,0,"Juventude","Coritiba","Juventude x Coritiba"
"3099",3,6,0,"Juventude","Coritiba","Juventude x Coritiba"
"3100",4,6,1,"Juventude","Coritiba","Juventude x Coritiba"
"3101",5,6,1,"Juventude","Coritiba","Juventude x Coritiba"
"3102",6,6,0,"Juventude","Coritiba","Juventude x Coritiba"
"3103",7,6,0,"Juventude","Coritiba","Juventude x Coritiba"
"3104",8,6,0,"Juventude","Coritiba","Juventude x Coritiba"
"3105",0,7,1,"Juventude","Coritiba","Juventude x Coritiba"
"3106",1,7,0,"Juventude","Coritiba","Juventude x Coritiba"
"3107",2,7,1,"Juventude","Coritiba","Juventude x Coritiba"
"3108",3,7,0,"Juventude","Coritiba","Juventude x Coritiba"
"3109",4,7,0,"Juventude","Coritiba","Juventude x Coritiba"
"3110",5,7,0,"Juventude","Coritiba","Juventude x Coritiba"
"3111",6,7,0,"Juventude","Coritiba","Juventude x Coritiba"
"3112",7,7,0,"Juventude","Coritiba","Juventude x Coritiba"
"3113",8,7,0,"Juventude","Coritiba","Juventude x Coritiba"
"3114",0,8,0,"Juventude","Coritiba","Juventude x Coritiba"
"3115",1,8,0,"Juventude","Coritiba","Juventude x Coritiba"
"3116",2,8,1,"Juventude","Coritiba","Juventude x Coritiba"
"3117",3,8,0,"Juventude","Coritiba","Juventude x Coritiba"
"3118",4,8,0,"Juventude","Coritiba","Juventude x Coritiba"
"3119",5,8,0,"Juventude","Coritiba","Juventude x Coritiba"
"3120",6,8,0,"Juventude","Coritiba","Juventude x Coritiba"
"3121",7,8,0,"Juventude","Coritiba","Juventude x Coritiba"
"3122",8,8,0,"Juventude","Coritiba","Juventude x Coritiba"
"3123",0,9,0,"Juventude","Coritiba","Juventude x Coritiba"
"3124",1,9,1,"Juventude","Coritiba","Juventude x Coritiba"
"3125",2,9,0,"Juventude","Coritiba","Juventude x Coritiba"
"3126",3,9,0,"Juventude","Coritiba","Juventude x Coritiba"
"3127",4,9,0,"Juventude","Coritiba","Juventude x Coritiba"
"3128",5,9,0,"Juventude","Coritiba","Juventude x Coritiba"
"3129",6,9,0,"Juventude","Coritiba","Juventude x Coritiba"
"3130",7,9,0,"Juventude","Coritiba","Juventude x Coritiba"
"3131",8,9,0,"Juventude","Coritiba","Juventude x Coritiba"
"3132",0,0,308,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3133",1,0,538,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3134",2,0,439,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3135",3,0,253,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3136",4,0,108,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3137",5,0,39,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3138",6,0,12,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3139",7,0,3,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3140",8,0,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3141",0,1,312,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3142",1,1,468,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3143",2,1,345,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3144",3,1,206,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3145",4,1,106,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3146",5,1,27,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3147",6,1,17,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3148",7,1,4,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3149",8,1,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3150",0,2,90,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3151",1,2,171,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3152",2,2,165,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3153",3,2,103,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3154",4,2,29,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3155",5,2,14,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3156",6,2,6,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3157",7,2,1,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3158",8,2,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3159",0,3,27,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3160",1,3,64,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3161",2,3,48,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3162",3,3,27,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3163",4,3,6,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3164",5,3,1,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3165",6,3,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3166",7,3,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3167",8,3,1,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3168",0,4,6,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3169",1,4,17,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3170",2,4,9,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3171",3,4,6,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3172",4,4,2,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3173",5,4,2,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3174",6,4,3,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3175",7,4,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3176",8,4,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3177",0,5,2,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3178",1,5,3,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3179",2,5,3,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3180",3,5,3,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3181",4,5,2,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3182",5,5,1,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3183",6,5,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3184",7,5,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3185",8,5,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3186",0,6,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3187",1,6,2,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3188",2,6,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3189",3,6,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3190",4,6,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3191",5,6,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3192",6,6,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3193",7,6,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3194",8,6,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3195",0,7,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3196",1,7,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3197",2,7,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3198",3,7,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3199",4,7,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3200",5,7,1,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3201",6,7,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3202",7,7,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3203",8,7,0,"Flamengo RJ","Corinthians","Flamengo RJ x Corinthians"
"3204",0,0,344,"Palmeiras","Fortaleza","Palmeiras x Fortaleza"
