"","Santos","Flamengo RJ","Ceara","Goias","Internacional","Corinthians","Cuiaba","America MG","Athletico-PR","Bragantino","Palmeiras","Juventude","Avai","Fluminense","Coritiba","Sao Paulo","Atletico-MG","Atletico GO","Fortaleza","Botafogo RJ"
"1",0.0639666736321174,0.177097285299102,-0.0100573100935951,-0.0225934277553882,0.158595707365798,-0.00065777734077478,-0.357625984292945,-0.0257174483344603,0.248367892697712,0.142789726019698,0.263225430638809,-0.103203458812415,-0.263038885233629,0.298075289094471,0.0182119952889889,0.321387581493401,-0.0142920779212685,0.033536004611257,-0.234006351391465,-0.0901719879440093
"2",0.0651467707829239,0.522314045285994,0.153151738833041,0.0820480501415491,0.0649540007592151,-0.0556663681401287,-0.344601585761192,-0.307828746189982,0.0476721113257935,0.195813253985174,0.392332072992686,-0.0550751528661572,-0.183407599016835,0.414251369646236,-0.103104370575349,0.206416766935492,0.211219089268809,0.0177804393137054,-0.0837694218422373,-0.114822662395892
"3",-0.0403902656000897,0.235803035505938,-0.288826514512987,-0.379435738334776,0.070723412223372,-0.0388460496280953,-0.411486040199636,-0.311815919937553,-0.217008676428917,0.186892501641939,0.470462516016143,-0.114972543246202,-0.126252403016912,0.277288734388563,-0.289993395160237,0.169845297057141,0.0810001855040641,-0.109178521721911,-0.122968031429357,-0.208676223478431
"4",0.024132427700842,0.379150220846877,-0.16263515500874,-0.0850277505341884,0.145491772799063,-0.121132743614284,-0.529882366864286,-0.40246897912315,0.0200967168732857,0.145619840563741,0.335622725881377,-0.560611508968501,-0.174446409056799,0.314640989842538,0.00542797014926821,0.109639817862472,-0.201787981344445,-0.0247368623663692,0.0480378011875826,-0.237525427355366
"5",-0.20481054610855,0.278186962828154,-0.227973581593615,-0.233117406607593,0.212692228460932,-0.162035760450086,-0.417990604394905,-0.238555958062135,-0.0385010914459585,-0.113626388386928,0.235801700192571,-0.306060591076057,-0.408724525880897,0.21934210333237,-0.389854096911096,0.171752650023407,-0.103161313844148,-0.0405800158529663,-0.154034240147982,-0.042915165976661
"6",0.0508303160177715,0.0788615789869669,-0.113668144981092,-0.00469312685412574,0.135121350226664,-0.233221092271694,-0.206609232834166,-0.155731975315988,-0.099701950115815,-0.093200034528079,0.128504901447738,-0.281736618024597,0.0344064151376361,0.196914771892257,-0.0917624487455464,0.119565412471195,0.146991084493387,-0.177802877194864,-0.236597320991788,-0.17261926944883
"7",-0.264227584671971,0.3337951057031,0.0121205191921018,-0.0499882311376444,0.168128078114369,-0.0782326550584885,-0.303075872069569,-0.167491803969345,0.0574084211983463,0.152614992742904,0.420539834863392,-0.18327798124089,0.0706052118702249,0.348941993669336,0.00831236673593707,0.106644457639801,0.103627951417129,-0.0143873745241564,-0.0739509712200369,-0.0273938972255238
"8",0.109953128128247,0.374972878229412,-0.324441024713242,-0.194193965297679,0.191909512757864,-0.0782894286964473,-0.362394416278069,-0.00325140441377342,-0.00320927173879571,0.269182232571675,0.325939458497046,-0.32908286184419,-0.100484151362178,0.26343257968726,0.0689337861447724,0.25625923523905,0.0560102564425209,-0.0199637932833806,-0.317967325502188,-0.278080760852321
"9",-0.063307409133106,0.289128187885,-0.172148581075597,-0.126114359271364,0.0700655645960019,-0.101423114878835,-0.198335382864864,-0.309747608577689,0.111788698476296,0.155904414676402,0.217550156989424,-0.521141994493916,-0.29712579587874,0.402815585789469,-0.209008833400597,0.0180367709032657,-0.18102327383599,-0.080024254791131,-0.187827305037232,-0.377784285364821
"10",-0.0928901156615197,0.228665902492008,0.012103075373905,-0.103426586987544,-0.191099211511002,-0.183647642846776,-0.485679869430455,-0.138195902805611,0.00739207432784383,0.0565518785556933,0.252525027295653,-0.580142258873647,-0.129624787535622,0.356889569176174,-0.269672883632456,-0.0530977593039469,-0.120048552140427,-0.274278166770476,-0.318646998308788,-0.197485163464902
"11",-0.036156989792972,0.172475502194991,-0.211299854527036,0.0235512984322954,0.0525303335780509,-0.161003767192643,-0.383733624948713,-0.31094971927643,-0.0465170154811998,0.0504488595021169,0.342259701079022,-0.119907492110555,-0.23570215008117,0.187595913301442,-0.0999009944675924,-0.0374209261196381,0.0421263937179583,-0.0999424507218356,0.0382864857589981,-0.271333523204539
"12",-0.00183230293923789,0.246556323717697,-0.402860017101959,-0.0576608949890552,-0.000484311349063689,-0.196713693431805,-0.563891391982784,-0.398360680801439,-0.0885815656618107,0.0875474686751469,0.188867680370646,-0.291118155702565,-0.394745604794837,0.417521703686746,-0.245716410641684,0.284679144807327,-0.0447955895160612,-0.126649604143581,-0.208258510786989,-0.075638144631978
"13",-0.110499738485107,0.246243514115976,-0.182991047391751,0.154408632771248,0.0311267276148023,-0.134641460181823,-0.346716631202771,-0.401456691375647,0.0287593799405171,0.115280500616206,0.30358877868416,-0.255001570021841,-0.0252890286190277,0.373250347149984,-0.144486324216915,0.150550652357365,-0.0442112597937634,-0.0404224382749777,-0.116486099043035,-0.257695489801905
